id,section,section_vi,japanese,reading,vietnamese,usage,level,example_jp,example_vi
v345,2.11,Quản trị & Chiến lược,経営,keiei,Kinh doanh / Quản trị,Management,J2,経営戦略を策定します。,Lập chiến lược quản trị.
v346,2.11,Quản trị & Chiến lược,戦略,senryaku,Chiến lược,Strategy,J2,中期経営戦略を発表しました。,Công bố chiến lược trung hạn.
v347,2.11,Quản trị & Chiến lược,方針,houshin,Phương châm / Chính sách,Policy/direction,J3,会社の方針に従ってください。,Tuân theo phương châm công ty.
v348,2.11,Quản trị & Chiến lược,計画,keikaku,Kế hoạch,Plan,J4,事業計画を作成します。,Lập kế hoạch kinh doanh.
v349,2.11,Quản trị & Chiến lược,企業,kigyou,Doanh nghiệp,Company/enterprise,J3,大企業と中小企業。,Doanh nghiệp lớn và vừa nhỏ.
v350,2.11,Quản trị & Chiến lược,事業,jigyou,Sự nghiệp / Mảng KD,Business/project,J3,新規事業を立ち上げます。,Khởi động mảng KD mới.
v351,2.11,Quản trị & Chiến lược,合併,gappei,Sáp nhập,Merger,J1,2社が合併しました。,2 công ty sáp nhập.
v352,2.11,Quản trị & Chiến lược,買収,baishuu,Mua lại / Thâu tóm,Acquisition,J1,競合他社を買収します。,Mua lại đối thủ.
v353,2.11,Quản trị & Chiến lược,提携,teikei,Hợp tác / Liên kết,Partnership/alliance,J2,業務提携を結びました。,Ký kết hợp tác kinh doanh.
v354,2.11,Quản trị & Chiến lược,子会社,kogaisha,Công ty con,Subsidiary,J2,海外に子会社があります。,Có công ty con ở nước ngoài.
v355,2.11,Quản trị & Chiến lược,本社,honsha,Trụ sở chính,Headquarters,J4,本社は東京にあります。,Trụ sở chính ở Tokyo.
v356,2.11,Quản trị & Chiến lược,支社,shisha,Chi nhánh,Branch office,J4,大阪に支社があります。,Có chi nhánh ở Osaka.
v357,2.11,Quản trị & Chiến lược,工場,koujou,Nhà máy,Factory,J4,工場を見学します。,Tham quan nhà máy.
v358,2.11,Quản trị & Chiến lược,海外進出,kaigai shinshutsu,Tiến ra nước ngoài,Overseas expansion,J2,東南アジアに海外進出します。,Tiến ra ĐNA.
v359,2.11,Quản trị & Chiến lược,撤退,tettai,Rút lui,Withdrawal,J1,不採算事業から撤退します。,Rút khỏi mảng KD lỗ.
v360,2.11,Quản trị & Chiến lược,リストラ,risutora,Tái cấu trúc / Cắt giảm,Restructuring,J2,リストラが行われました。,Đã thực hiện tái cấu trúc.
v361,2.11,Quản trị & Chiến lược,コスト削減,kosuto sakugen,Cắt giảm chi phí,Cost reduction,J3,コスト削減に取り組んでいます。,Đang cắt giảm chi phí.
v362,2.11,Quản trị & Chiến lược,効率化,kouritsuka,Nâng cao hiệu quả,Efficiency improvement,J3,業務の効率化を図ります。,Nâng hiệu quả nghiệp vụ.
v363,2.11,Quản trị & Chiến lược,生産性,seisansei,Năng suất,Productivity,J3,生産性を向上させます。,Nâng cao năng suất.
v364,2.11,Quản trị & Chiến lược,持続可能,jizoku kanou,Bền vững,Sustainable,J2,持続可能な経営を目指します。,Hướng đến quản trị bền vững.
v365,2.12,Cuộc sống công sở,通勤電車,tsuukin densha,Tàu đi làm,Commuter train,J5,通勤電車が遅れています。,Tàu đi làm bị trễ.
v366,2.12,Cuộc sống công sở,定時,teiji,Giờ tan ca,Regular hours,J4,定時に退社します。,Về đúng giờ.
v367,2.12,Cuộc sống công sở,始業,shigyou,Bắt đầu làm việc,Start of work,J4,始業は9時です。,Bắt đầu lúc 9h.
v368,2.12,Cuộc sống công sở,終業,shuugyou,Kết thúc làm việc,End of work,J4,終業は18時です。,Kết thúc lúc 18h.
v369,2.12,Cuộc sống công sở,昼休み,hiruyasumi,Nghỉ trưa,Lunch break,J5,昼休みは12時からです。,Nghỉ trưa từ 12h.
v370,2.12,Cuộc sống công sở,休憩,kyuukei,Nghỉ giải lao,Break,J4,10分間の休憩を取ります。,Nghỉ giải lao 10 phút.
v371,2.12,Cuộc sống công sở,忘年会,bounenkai,Tiệc cuối năm,Year-end party,J4,忘年会の幹事を担当します。,Phụ trách tổ chức tiệc cuối năm.
v372,2.12,Cuộc sống công sở,歓迎会,kangeikai,Tiệc chào mừng,Welcome party,J4,新入社員の歓迎会があります。,Có tiệc chào mừng NV mới.
v373,2.12,Cuộc sống công sở,送別会,soubetsukai,Tiệc chia tay,Farewell party,J4,退職する方の送別会を開きます。,Tổ chức tiệc chia tay người nghỉ việc.
v374,2.12,Cuộc sống công sở,飲み会,nomikai,Đi nhậu / Đi uống,Drinking party,J5,今夜飲み会がありますが、参加しますか。,"Tối nay có đi uống, anh tham gia không?"
v375,2.12,Cuộc sống công sở,二次会,nijikai,Tiệc vòng 2,After-party,J4,二次会はカラオケです。,Vòng 2 đi karaoke.
v376,2.12,Cuộc sống công sở,幹事,kanji,Người tổ chức,Organizer,J4,忘年会の幹事は私です。,Tôi là người tổ chức tiệc cuối năm.
v377,2.12,Cuộc sống công sở,名札,nafuda,Bảng tên,Name tag,J4,名札を付けてください。,Hãy đeo bảng tên.
v378,2.12,Cuộc sống công sở,制服,seifuku,Đồng phục,Uniform,J4,制服を着用してください。,Hãy mặc đồng phục.
v379,2.12,Cuộc sống công sở,社員証,shainnshou,Thẻ nhân viên,Employee ID,J4,社員証を忘れないでください。,Đừng quên thẻ nhân viên.
v380,2.12,Cuộc sống công sở,ロッカー,rokkaa,Tủ đựng đồ,Locker,J4,ロッカーの鍵を受け取ってください。,Nhận chìa khóa tủ.
v381,2.12,Cuộc sống công sở,食堂,shokudou,Nhà ăn,Cafeteria,J5,社員食堂で昼食を取ります。,Ăn trưa ở nhà ăn.
v382,2.12,Cuộc sống công sở,社宅,shataku,Nhà công ty,Company housing,J3,社宅に住んでいます。,Đang ở nhà công ty.
v383,2.12,Cuộc sống công sở,転勤,tenkin,Chuyển nơi làm việc,Transfer (relocation),J3,来月、名古屋に転勤になりました。,Tháng sau chuyển đến Nagoya.
v384,2.12,Cuộc sống công sở,単身赴任,tanshin funin,Đi công tác một mình (gia đình ở lại),Solo transfer,J2,単身赴任で大阪に行きます。,"Đi Osaka một mình, GĐ ở lại."
v385,2.13,Katakana Business (bổ sung),ベンチマーク,benchmaaku,Tiêu chuẩn so sánh,Benchmark,J2,競合他社をベンチマークします。,Lấy đối thủ làm chuẩn so sánh.
v386,2.13,Katakana Business (bổ sung),ボトルネック,botorunekku,Nút thắt / Điểm nghẽn,Bottleneck,J2,生産のボトルネックを特定します。,Xác định điểm nghẽn SX.
v387,2.13,Katakana Business (bổ sung),シナジー,shinajii,Hiệu ứng cộng hưởng,Synergy,J1,合併によるシナジー効果を期待しています。,Kỳ vọng hiệu ứng cộng hưởng từ sáp nhập.
v388,2.13,Katakana Business (bổ sung),ガバナンス,gabannansu,Quản trị (doanh nghiệp),Governance,J1,コーポレートガバナンスを強化します。,Tăng cường quản trị DN.
v389,2.13,Katakana Business (bổ sung),コミットメント,komittomento,Cam kết,Commitment,J2,目標へのコミットメントが重要です。,Cam kết với mục tiêu là quan trọng.
v390,2.13,Katakana Business (bổ sung),ステークホルダー,suteekuhorudaa,Bên liên quan,Stakeholder,J1,ステークホルダーに説明します。,Giải thích cho các bên liên quan.
v391,2.13,Katakana Business (bổ sung),デューデリジェンス,dyuuderijensu,Thẩm tra / DD,Due Diligence,J1,買収前にデューデリジェンスを行います。,Thẩm tra trước khi mua lại.
v392,2.13,Katakana Business (bổ sung),キャッシュフロー,kyasshufuroo,Dòng tiền,Cash flow,J2,キャッシュフローを改善します。,Cải thiện dòng tiền.
v393,2.13,Katakana Business (bổ sung),サプライチェーン,sapurai cheen,Chuỗi cung ứng,Supply chain,J2,サプライチェーンを最適化します。,Tối ưu hóa chuỗi cung ứng.
v394,2.13,Katakana Business (bổ sung),アウトソーシング,autososhingu,Thuê ngoài,Outsourcing,J3,ITのアウトソーシングを検討しています。,Đang xem xét thuê ngoài IT.
v395,2.13,Katakana Business (bổ sung),クロージング,kuroojingu,Chốt deal / Kết thúc,Closing,J2,今月中にクロージングしたいです。,Muốn chốt deal trong tháng.
v396,2.13,Katakana Business (bổ sung),ROI,aa oo ai,Tỷ suất hoàn vốn,Return on Investment,J2,ROIを計算してください。,Hãy tính ROI.
v397,2.13,Katakana Business (bổ sung),BtoB,bii tuu bii,Doanh nghiệp - Doanh nghiệp,Business to Business,J3,BtoB向けのサービスです。,Dịch vụ cho B2B.
v398,2.13,Katakana Business (bổ sung),BtoC,bii tuu shii,Doanh nghiệp - Người tiêu dùng,Business to Consumer,J3,BtoC市場に参入します。,Tham gia thị trường B2C.
v399,2.13,Katakana Business (bổ sung),スキーム,sukiimu,Kế hoạch / Cơ chế,Scheme,J2,新しいビジネススキームを提案します。,Đề xuất cơ chế KD mới.
v400,2.13,Katakana Business (bổ sung),ソリューション,soryuushon,Giải pháp,Solution,J3,最適なソリューションを提供します。,Cung cấp giải pháp tối ưu.
v401,2.13,Katakana Business (bổ sung),ワークライフバランス,waaku raifu baransu,Cân bằng công việc-cuộc sống,Work-life balance,J3,ワークライフバランスを重視しています。,Coi trọng cân bằng CV-CS.
v402,2.13,Katakana Business (bổ sung),ハラスメント,harasumento,Quấy rối,Harassment,J3,ハラスメントは禁止されています。,Quấy rối bị cấm.
v403,2.13,Katakana Business (bổ sung),パワハラ,pawahara,Bắt nạt quyền lực,Power harassment,J3,パワハラ防止法が施行されています。,Luật chống bắt nạt quyền lực đã có hiệu lực.
v404,2.13,Katakana Business (bổ sung),セクハラ,sekuhara,Quấy rối tình dục,Sexual harassment,J3,セクハラは厳しく禁止されています。,Quấy rối tình dục bị cấm nghiêm.
v405,2.13,Katakana Business (bổ sung),ダイバーシティ,daibashitii,Đa dạng,Diversity,J2,ダイバーシティを推進しています。,Đang thúc đẩy đa dạng.
v406,2.13,Katakana Business (bổ sung),SDGs,esu dii jiizu,Mục tiêu phát triển bền vững,Sustainable Development Goals,J2,SDGsに取り組んでいます。,Đang thực hiện SDGs.
v407,2.13,Katakana Business (bổ sung),カーボンニュートラル,kaabon nyuutoraru,Trung hòa carbon,Carbon neutral,J1,2050年カーボンニュートラルを目指します。,Hướng đến trung hòa carbon 2050.
v408,2.13,Katakana Business (bổ sung),コーポレート,kooporeeto,Doanh nghiệp (corporate),Corporate,J2,コーポレートサイトを刷新しました。,Đã làm mới website DN.
v409,2.13,Katakana Business (bổ sung),ベンチャー,benchaa,Khởi nghiệp,Venture,J3,ベンチャー企業を支援しています。,Đang hỗ trợ DN khởi nghiệp.
v410,2.14,Từ vựng đề thi BJT,対応,taiou,Ứng phó / Xử lý,Response/handling,J4,早急に対応いたします。,Xử lý gấp.
v411,2.14,Từ vựng đề thi BJT,処理,shori,Xử lý,Processing,J4,書類を処理しました。,Đã xử lý giấy tờ.
v412,2.14,Từ vựng đề thi BJT,手配,tehai,Sắp xếp / Chuẩn bị,Arrangement,J3,出張の手配をお願いします。,Nhờ sắp xếp công tác.
v413,2.14,Từ vựng đề thi BJT,手続き,tetsuzuki,Thủ tục,Procedure,J4,入社手続きを完了しました。,Hoàn thành thủ tục nhập xã.
v414,2.14,Từ vựng đề thi BJT,問い合わせ,toiawase,Hỏi thăm / Liên hệ,Inquiry,J4,お問い合わせありがとうございます。,Cảm ơn đã liên hệ.
v415,2.14,Từ vựng đề thi BJT,見直し,minaoshi,Rà soát / Xem lại,Review/revise,J3,計画を見直します。,Rà soát kế hoạch.
v416,2.14,Từ vựng đề thi BJT,取り組み,torikumi,Nỗ lực / Hoạt động,Effort/initiative,J3,環境への取り組みを強化します。,Tăng cường nỗ lực về môi trường.
v417,2.14,Từ vựng đề thi BJT,方策,housaku,Biện pháp / Phương sách,Measure/countermeasure,J2,具体的な方策を検討します。,Xem xét biện pháp cụ thể.
v418,2.14,Từ vựng đề thi BJT,施策,shisaku,Chính sách / Biện pháp,Policy measure,J2,新たな施策を導入します。,Đưa ra biện pháp mới.
v419,2.14,Từ vựng đề thi BJT,是正,zesei,Chỉnh sửa / Khắc phục,Correction,J2,問題を是正します。,Khắc phục vấn đề.
v420,2.14,Từ vựng đề thi BJT,改定,kaitei,Cải định / Sửa đổi,Revision (rules),J2,料金を改定しました。,Đã sửa đổi giá.
v421,2.14,Từ vựng đề thi BJT,施行,shikou,Thi hành / Có hiệu lực,Enforcement,J2,新法が施行されました。,Luật mới có hiệu lực.
v422,2.14,Từ vựng đề thi BJT,適用,tekiyou,Áp dụng,Application,J2,新制度が適用されます。,Chế độ mới được áp dụng.
v423,2.14,Từ vựng đề thi BJT,策定,sakutei,Lập / Xây dựng,Formulation,J2,計画を策定しています。,Đang lập kế hoạch.
v424,2.14,Từ vựng đề thi BJT,推進,suishin,Thúc đẩy,Promotion/advancement,J2,プロジェクトを推進します。,Thúc đẩy dự án.
v425,2.14,Từ vựng đề thi BJT,促進,sokushin,Xúc tiến / Thúc đẩy,Promotion,J2,販売促進活動を行います。,Thực hiện hoạt động xúc tiến bán hàng.
v426,2.14,Từ vựng đề thi BJT,削減,sakugen,Cắt giảm,Reduction,J3,コストを削減します。,Cắt giảm chi phí.
v427,2.14,Từ vựng đề thi BJT,拡大,kakudai,Mở rộng,Expansion,J3,事業を拡大します。,Mở rộng kinh doanh.
v428,2.14,Từ vựng đề thi BJT,縮小,shukushou,Thu nhỏ / Giảm quy mô,Reduction/downsizing,J2,事業を縮小します。,Giảm quy mô KD.
v429,2.14,Từ vựng đề thi BJT,統合,tougou,Hợp nhất / Tích hợp,Integration,J2,システムを統合します。,Hợp nhất hệ thống.
v430,2.14,Từ vựng đề thi BJT,分析,bunseki,Phân tích,Analysis,J3,データを分析します。,Phân tích dữ liệu.
v431,2.14,Từ vựng đề thi BJT,評価,hyouka,Đánh giá,Evaluation,J3,結果を評価します。,Đánh giá kết quả.
v432,2.14,Từ vựng đề thi BJT,導入,dounyuu,Triển khai / Đưa vào,Introduction/implementation,J3,新システムを導入します。,Triển khai hệ thống mới.
v433,2.14,Từ vựng đề thi BJT,運用,unyou,Vận hành,Operation/management,J3,システムを運用しています。,Đang vận hành hệ thống.
v434,2.14,Từ vựng đề thi BJT,維持,iji,Duy trì,Maintenance,J3,品質を維持します。,Duy trì chất lượng.
v435,2.14,Từ vựng đề thi BJT,改良,kairyou,Cải tiến,Improvement,J3,製品を改良しました。,Đã cải tiến sản phẩm.
v436,2.14,Từ vựng đề thi BJT,開発,kaihatsu,Phát triển,Development,J3,新製品を開発します。,Phát triển SP mới.
v437,2.14,Từ vựng đề thi BJT,研究,kenkyuu,Nghiên cứu,Research,J3,市場を研究しています。,Đang nghiên cứu thị trường.
v438,2.14,Từ vựng đề thi BJT,実施,jisshi,Thực hiện,Implementation,J3,計画を実施します。,Thực hiện kế hoạch.
v439,2.14,Từ vựng đề thi BJT,完了,kanryou,Hoàn thành,Completion,J4,作業が完了しました。,Công việc đã hoàn thành.
v440,2.14,Từ vựng đề thi BJT,進行,shinkou,Tiến hành,Progress/proceeding,J3,プロジェクトは順調に進行しています。,Dự án đang tiến hành thuận lợi.
v441,2.14,Từ vựng đề thi BJT,遂行,suikou,Thi hành / Hoàn thành,Execution,J1,任務を遂行します。,Thi hành nhiệm vụ.
v442,2.14,Từ vựng đề thi BJT,遵守,junshu,Tuân thủ,Compliance,J2,規則を遵守してください。,Tuân thủ quy tắc.
v443,2.14,Từ vựng đề thi BJT,把握,haaku,Nắm bắt,Grasp/understanding,J2,状況を把握しています。,Đã nắm bắt tình hình.
v444,2.14,Từ vựng đề thi BJT,精査,seisa,Rà soát kỹ,Scrutiny,J1,報告書を精査します。,Rà soát kỹ báo cáo.
v445,2.14,Từ vựng đề thi BJT,妥当,datou,Thỏa đáng / Hợp lý,Appropriate,J2,この価格は妥当です。,Giá này hợp lý.
v446,2.14,Từ vựng đề thi BJT,最善,saizen,Tốt nhất,Best,J3,最善を尽くします。,Cố gắng hết sức.
v447,2.14,Từ vựng đề thi BJT,不備,fubi,Thiếu sót,Deficiency,J2,書類に不備があります。,Giấy tờ có thiếu sót.
v448,2.14,Từ vựng đề thi BJT,過失,kashitsu,Sơ suất / Lỗi,Negligence,J1,過失による事故です。,Tai nạn do sơ suất.
v449,2.14,Từ vựng đề thi BJT,瑕疵,kashi,Khuyết tật / Lỗi (pháp lý),Defect (legal),J1,瑕疵がある場合は返品できます。,Có lỗi thì được trả hàng.
v450,3.1,Động từ hành động công sở,提出する,teishutsu suru,Nộp / Đệ trình,Submit,J4,書類を提出してください。,Hãy nộp giấy tờ.
v451,3.1,Động từ hành động công sở,作成する,sakusei suru,Tạo / Lập,Create/make,J4,報告書を作成しました。,Đã lập báo cáo.
v452,3.1,Động từ hành động công sở,記入する,kinyuu suru,Điền vào,Fill in,J4,申請書に記入してください。,Hãy điền vào đơn.
v453,3.1,Động từ hành động công sở,記載する,kisai suru,Ghi chép / Ghi rõ,Describe/state,J3,詳細を記載してください。,Hãy ghi rõ chi tiết.
v454,3.1,Động từ hành động công sở,提供する,teikyou suru,Cung cấp,Provide,J3,情報を提供します。,Cung cấp thông tin.
v455,3.1,Động từ hành động công sở,依頼する,irai suru,Yêu cầu / Nhờ,Request,J3,翻訳を依頼しました。,Đã nhờ dịch.
v456,3.1,Động từ hành động công sở,指示する,shiji suru,Chỉ thị / Ra lệnh,Instruct,J3,部長が指示しました。,Trưởng phòng đã chỉ thị.
v457,3.1,Động từ hành động công sở,承認する,shounin suru,Phê duyệt,Approve,J3,申請を承認しました。,Đã phê duyệt đơn.
v458,3.1,Động từ hành động công sở,却下する,kyakka suru,Bác bỏ,Reject,J2,提案が却下されました。,Đề xuất bị bác bỏ.
v459,3.1,Động từ hành động công sở,延期する,enki suru,Hoãn lại,Postpone,J3,会議を延期します。,Hoãn cuộc họp.
v460,3.1,Động từ hành động công sở,中止する,chuushi suru,Hủy bỏ,Cancel,J4,イベントを中止します。,Hủy sự kiện.
v461,3.1,Động từ hành động công sở,再開する,saikai suru,Tái khởi động,Resume,J3,生産を再開しました。,Đã tái khởi động SX.
v462,3.1,Động từ hành động công sở,調整する,chousei suru,Điều chỉnh,Adjust/coordinate,J3,スケジュールを調整します。,Điều chỉnh lịch.
v463,3.1,Động từ hành động công sở,管理する,kanri suru,Quản lý,Manage,J3,在庫を管理します。,Quản lý tồn kho.
v464,3.1,Động từ hành động công sở,監督する,kantoku suru,Giám sát,Supervise,J2,工事を監督します。,Giám sát công trình.
v465,3.1,Động từ hành động công sở,交付する,koufu suru,Cấp phát,Issue/grant,J2,証明書を交付します。,Cấp giấy chứng nhận.
v466,3.1,Động từ hành động công sở,発行する,hakkou suru,Phát hành,Issue/publish,J3,領収書を発行します。,Phát hành biên lai.
v467,3.1,Động từ hành động công sở,通知する,tsuuchi suru,Thông báo,Notify,J3,結果を通知します。,Thông báo kết quả.
v468,3.1,Động từ hành động công sở,開催する,kaisai suru,Tổ chức (sự kiện),Hold/organize,J3,セミナーを開催します。,Tổ chức seminar.
v469,3.1,Động từ hành động công sở,参加する,sanka suru,Tham gia,Participate,J4,会議に参加します。,Tham gia họp.
v470,3.1,Động từ hành động công sở,出席する,shusseki suru,Dự / Có mặt,Attend,J4,式典に出席します。,Dự lễ.
v471,3.1,Động từ hành động công sở,着手する,chakushu suru,Bắt tay vào,Start working on,J2,新プロジェクトに着手します。,Bắt tay vào dự án mới.
v472,3.1,Động từ hành động công sở,遂行する,suikou suru,Thi hành,Execute/carry out,J1,任務を遂行します。,Thi hành nhiệm vụ.
v473,3.1,Động từ hành động công sở,委託する,itaku suru,Ủy thác,Entrust/outsource,J2,業務を外部に委託します。,Ủy thác cho bên ngoài.
v474,3.1,Động từ hành động công sở,委任する,inin suru,Ủy nhiệm,Delegate,J2,権限を委任します。,Ủy nhiệm quyền hạn.
v475,3.1,Động từ hành động công sở,辞退する,jitai suru,Từ chối (lịch sự),Decline,J2,今回は辞退させていただきます。,Lần này xin phép từ chối.
v476,3.1,Động từ hành động công sở,催促する,saisoku suru,Nhắc nhở / Giục,Remind/urge,J3,返信を催促します。,Nhắc trả lời.
v477,3.1,Động từ hành động công sở,督促する,tokusoku suru,Đôn đốc,Press/urge strongly,J2,支払いを督促します。,Đôn đốc thanh toán.
v478,3.1,Động từ hành động công sở,要請する,yousei suru,Yêu cầu (chính thức),Request formally,J2,政府に支援を要請しました。,Đã yêu cầu chính phủ hỗ trợ.
v479,3.1,Động từ hành động công sở,申請する,shinsei suru,Xin / Nộp đơn,Apply,J4,ビザを申請します。,Nộp đơn xin visa.
v480,3.2,Tính từ & Trạng từ công sở,適切な,tekisetsu na,Thích hợp / Phù hợp,Appropriate,J3,適切な対応をお願いします。,Hãy xử lý phù hợp.
v481,3.2,Tính từ & Trạng từ công sở,迅速な,jinsoku na,Nhanh chóng,Prompt/swift,J3,迅速な対応ありがとうございます。,Cảm ơn xử lý nhanh.
v482,3.2,Tính từ & Trạng từ công sở,円滑な,enkatsu na,Trôi chảy / Suôn sẻ,Smooth,J2,円滑なコミュニケーションが重要です。,Giao tiếp suôn sẻ rất quan trọng.
v483,3.2,Tính từ & Trạng từ công sở,具体的な,gutaiteki na,Cụ thể,Specific/concrete,J3,具体的な数字を教えてください。,Cho biết con số cụ thể.
v484,3.2,Tính từ & Trạng từ công sở,効率的な,kouritsuteki na,Hiệu quả,Efficient,J3,効率的に作業を進めます。,Làm việc hiệu quả.
v485,3.2,Tính từ & Trạng từ công sở,積極的な,sekkyokuteki na,Tích cực / Chủ động,Proactive,J3,積極的に取り組んでください。,Hãy chủ động làm.
v486,3.2,Tính từ & Trạng từ công sở,消極的な,shoukyokuteki na,Tiêu cực / Thụ động,Passive/negative,J3,消極的な姿勢は避けましょう。,Tránh thái độ thụ động.
v487,3.2,Tính từ & Trạng từ công sở,柔軟な,juunan na,Linh hoạt,Flexible,J3,柔軟に対応します。,Xử lý linh hoạt.
v488,3.2,Tính từ & Trạng từ công sở,厳格な,genkaku na,Nghiêm ngặt,Strict,J2,厳格なルールが適用されます。,Áp dụng quy tắc nghiêm.
v489,3.2,Tính từ & Trạng từ công sở,慎重な,shinchou na,Cẩn trọng,Careful/cautious,J3,慎重に検討してください。,Hãy cẩn trọng xem xét.
v490,3.2,Tính từ & Trạng từ công sở,緊急の,kinkyuu no,Khẩn cấp,Urgent,J4,緊急の対応が必要です。,Cần xử lý khẩn.
v491,3.2,Tính từ & Trạng từ công sở,至急,shikyuu,Gấp / Khẩn cấp,ASAP/urgent,J4,至急ご連絡ください。,Liên lạc gấp.
v492,3.2,Tính từ & Trạng từ công sở,早急に,sakkyuu ni,Sớm nhất có thể,As soon as possible,J3,早急に対応いたします。,Xử lý sớm nhất.
v493,3.2,Tính từ & Trạng từ công sở,順調に,junchou ni,Thuận lợi,Smoothly,J3,プロジェクトは順調に進んでいます。,Dự án tiến hành thuận lợi.
v494,3.2,Tính từ & Trạng từ công sở,概ね,oomune,Nhìn chung / Đại thể,Generally/mostly,J2,概ね良好な結果でした。,Nhìn chung kết quả tốt.
v495,3.2,Tính từ & Trạng từ công sở,前向きに,maemuki ni,Tích cực / Hướng về phía trước,Positively,J3,前向きに検討します。,Sẽ xem xét tích cực.
v496,3.2,Tính từ & Trạng từ công sở,引き続き,hikitsuzuki,Tiếp tục,Continuing,J3,引き続きよろしくお願いします。,Mong tiếp tục hợp tác.
v497,3.2,Tính từ & Trạng từ công sở,万全の,banzen no,Hoàn hảo / Đầy đủ,Perfect/thorough,J2,万全の準備をしました。,Đã chuẩn bị kỹ lưỡng.
v498,3.2,Tính từ & Trạng từ công sở,不可欠な,fukaketsu na,Không thể thiếu,Indispensable,J2,チームワークは不可欠です。,Teamwork không thể thiếu.
v499,3.2,Tính từ & Trạng từ công sở,妥当な,datou na,Thỏa đáng / Hợp lý,Reasonable,J2,妥当な価格です。,Giá hợp lý.
v500,3.3,Kinh tế vĩ mô (đọc hiểu BJT),景気,keiki,Tình hình kinh tế,Economic conditions,J3,景気が回復しています。,KT đang phục hồi.
v501,3.3,Kinh tế vĩ mô (đọc hiểu BJT),不況,fukyou,Suy thoái,Recession,J2,不況で売上が落ちました。,DT giảm do suy thoái.
v502,3.3,Kinh tế vĩ mô (đọc hiểu BJT),好況,koukyou,Thịnh vượng,Boom/prosperity,J2,好況が続いています。,Kinh tế thịnh vượng.
v503,3.3,Kinh tế vĩ mô (đọc hiểu BJT),インフレ,infure,Lạm phát,Inflation,J3,インフレが進んでいます。,Lạm phát đang tăng.
v504,3.3,Kinh tế vĩ mô (đọc hiểu BJT),デフレ,defure,Giảm phát,Deflation,J3,長期デフレから脱却しました。,Thoát khỏi giảm phát dài hạn.
v505,3.3,Kinh tế vĩ mô (đọc hiểu BJT),金利,kinri,Lãi suất,Interest rate,J3,金利が引き上げられました。,Lãi suất được nâng.
v506,3.3,Kinh tế vĩ mô (đọc hiểu BJT),物価,bukka,Giá cả (chung),Prices (general),J3,物価が上昇しています。,Giá cả đang tăng.
v507,3.3,Kinh tế vĩ mô (đọc hiểu BJT),消費税,shouhizei,Thuế tiêu dùng,Consumption tax,J4,消費税は10%です。,Thuế tiêu dùng 10%.
v508,3.3,Kinh tế vĩ mô (đọc hiểu BJT),所得税,shotokuzei,Thuế thu nhập,Income tax,J3,所得税を納めます。,Đóng thuế thu nhập.
v509,3.3,Kinh tế vĩ mô (đọc hiểu BJT),法人税,houjinzei,Thuế doanh nghiệp,Corporate tax,J2,法人税率が変更されました。,Thuế suất DN đã đổi.
v510,3.3,Kinh tế vĩ mô (đọc hiểu BJT),GDP,jii dii pii,Tổng SP quốc nội,Gross Domestic Product,J2,日本のGDPは世界第4位です。,GDP Nhật đứng thứ 4 TG.
v511,3.3,Kinh tế vĩ mô (đọc hiểu BJT),貿易,boueki,Thương mại / Mậu dịch,Trade,J3,貿易収支が赤字です。,Cán cân thương mại thâm hụt.
v512,3.3,Kinh tế vĩ mô (đọc hiểu BJT),貿易摩擦,boueki masatsu,Ma sát thương mại,Trade friction,J1,日米間の貿易摩擦。,Ma sát TM Nhật-Mỹ.
v513,3.3,Kinh tế vĩ mô (đọc hiểu BJT),規制,kisei,Quy chế / Quy định,Regulation,J2,規制を緩和します。,Nới lỏng quy định.
v514,3.3,Kinh tế vĩ mô (đọc hiểu BJT),規制緩和,kisei kanwa,Nới lỏng quy định,Deregulation,J1,規制緩和で新規参入が増えました。,Nới lỏng→tăng DN mới tham gia.
v515,3.3,Kinh tế vĩ mô (đọc hiểu BJT),少子高齢化,shoushi koureika,Ít con + già hóa,Aging society with fewer children,J2,少子高齢化が深刻です。,Già hóa + ít con nghiêm trọng.
v516,3.3,Kinh tế vĩ mô (đọc hiểu BJT),人手不足,hitode busoku,Thiếu nhân lực,Labor shortage,J3,人手不足が深刻化しています。,Thiếu NL ngày càng nghiêm trọng.
v517,3.3,Kinh tế vĩ mô (đọc hiểu BJT),働き方改革,hatarakikata kaikaku,Cải cách cách thức làm việc,Work style reform,J3,働き方改革を推進しています。,Đang đẩy mạnh cải cách LV.
v518,3.3,Kinh tế vĩ mô (đọc hiểu BJT),雇用,koyou,Tuyển dụng / Thuê,Employment,J3,雇用を維持します。,Duy trì việc làm.
v519,3.3,Kinh tế vĩ mô (đọc hiểu BJT),失業率,shitsugyouritsu,Tỷ lệ thất nghiệp,Unemployment rate,J2,失業率は3%です。,Tỷ lệ thất nghiệp 3%.
v520,3.3,Kinh tế vĩ mô (đọc hiểu BJT),賃金,chingin,Tiền công / Lương,Wages,J3,最低賃金が引き上げられました。,Lương tối thiểu được nâng.
v521,3.3,Kinh tế vĩ mô (đọc hiểu BJT),物流費,butsuryuuhi,Chi phí logistics,Logistics cost,J2,物流費が高騰しています。,Chi phí vận chuyển tăng cao.
v522,3.3,Kinh tế vĩ mô (đọc hiểu BJT),半導体,handoutai,Bán dẫn,Semiconductor,J2,半導体不足が続いています。,Thiếu chip bán dẫn kéo dài.
